Government (Pakistan)	CAMEO_17	Media Personnel (Pakistan)	20230103	20230103
Health Ministry (Malaysia)	CAMEO_10	Citizen (Malaysia)	20230103	20230103
Joseph Robinette Biden	CAMEO_04	Fumio Kishida	20230103	20230103
Joseph Robinette Biden	CAMEO_05	Fumio Kishida	20230103	20230103
Fumio Kishida	CAMEO_04	Joseph Robinette Biden	20230103	20230103
Religion (Peru)	CAMEO_02	Head of Government (Peru)	20230103	20230103
Religion (Peru)	CAMEO_14	Head of Government (Peru)	20230103	20230103
Government (Peru)	CAMEO_01	Police (Peru)	20230103	20230103
Media Personnel (China)	CAMEO_01	China	20230103	20230103
United States	CAMEO_02	Benjamin Netanyahu	20230103	20230103
Russia	CAMEO_19	Ukraine	20230103	20230103
Member of Legislative (Govt) (Bahrain)	CAMEO_04	Health Ministry (Bahrain)	20230103	20230103
Health Ministry (Bahrain)	CAMEO_04	Member of Legislative (Govt) (Bahrain)	20230103	20230103
Other Authorities / Officials (Greece)	CAMEO_02	Panama	20230103	20230103
Recep Tayyip Erdoğan	CAMEO_01	Employee (Turkey)	20230103	20230103
Government Official (India)	CAMEO_01	Government (India)	20230103	20230103
Armed Forces of the Russian Federation	CAMEO_01	BBC	20230103	20230103
Bharatiya Janata	CAMEO_19	Citizen (India)	20230103	20230103
Citizen (Australia)	CAMEO_18	Police (Australia)	20230103	20230103
France	CAMEO_03	Bangladesh	20230103	20230103
Public Courts (Bangladesh)	CAMEO_08	Citizen (Bangladesh)	20230103	20230103
United Kingdom	CAMEO_01	Legislature (Bangladesh)	20230103	20230103
Presidential Press Service (Bangladesh)	CAMEO_05	Ministry (Bangladesh)	20230103	20230103
Armed Forces of Ukraine	CAMEO_19	Military (Russia)	20230103	20230103
Ministry of Defence	CAMEO_01	Armed Forces of Ukraine	20230103	20230103
Government (Iraq)	CAMEO_08	United States	20230103	20230103
Iran	CAMEO_17	Women (Iran)	20230103	20230103
Other Authorities / Officials (Iran)	CAMEO_17	Citizen (Iran)	20230103	20230103
Military Personnel (Philippines)	CAMEO_01	Criminal (Philippines)	20230103	20230103
High Ranking Military Personnel (Philippines)	CAMEO_01	New People's Army	20230103	20230103
Governor (Yemen)	CAMEO_01	Yemen	20230103	20230103
Alberto Fernández	CAMEO_04	Luiz Inacio Lula Da Silva	20230103	20230103
Alberto Fernández	CAMEO_05	Brazil	20230103	20230103
Luiz Inacio Lula Da Silva	CAMEO_04	Alberto Fernández	20230103	20230103
Jair Bolsonaro	CAMEO_11	Unidentified State Actor	20230103	20230103
Police (Colombia)	CAMEO_17	Citizen (Colombia)	20230103	20230103
Oluṣẹgun Ọbasanjọ	CAMEO_02	Citizen (Nigeria)	20230103	20230103
Venezuela	CAMEO_03	National Liberation Army	20230103	20230103
Citizen (Israel)	CAMEO_01	Party Member (Israel)	20230103	20230103
Human Rights Watch	CAMEO_01	Republic of Artsakh	20230103	20230103
Holy See (Vatican City State)	CAMEO_01	Republic of Artsakh	20230103	20230103
Citizen (France)	CAMEO_11	Citizen (Israel)	20230103	20230103
Syria	CAMEO_11	Israel	20230103	20230103
State Media (Syria)	CAMEO_01	Syria	20230103	20230103
Information / Communication / Transparency Ministry (Syria)	CAMEO_01	Syria	20230103	20230103
European Union	CAMEO_03	China	20230103	20230103
European Union	CAMEO_07	China	20230103	20230103
Ferdinand Marcos, Jr.	CAMEO_03	China	20230103	20230103
Philippines	CAMEO_04	Xi Jinping	20230103	20230103
Xi Jinping	CAMEO_04	Philippines	20230103	20230103
Mahdi al-Mashat	CAMEO_04	Yemeni Armed Forces	20230103	20230103
Yemeni Armed Forces	CAMEO_04	Mahdi al-Mashat	20230103	20230103
Mahdi al-Mashat	CAMEO_04	Yemeni Armed Forces	20230103	20230103
Yemeni Armed Forces	CAMEO_04	Mahdi al-Mashat	20230103	20230103
Protester (Bolivia)	CAMEO_14	Unspecified Actor	20230104	20230104
Employee (United Kingdom)	CAMEO_14	Unspecified Actor	20230104	20230104
Government (United States)	CAMEO_04	Government (Israel)	20230104	20230104
Government (Israel)	CAMEO_04	Government (United States)	20230104	20230104
Joseph Robinette Biden	CAMEO_03	Fumio Kishida	20230104	20230104
Canada	CAMEO_03	Ukraine	20230104	20230104
Justin Trudeau	CAMEO_01	Ukraine	20230104	20230104
Israeli Defense Forces	CAMEO_19	Citizen (Palestinian Territory, Occupied)	20230104	20230104
Israeli Defense Forces	CAMEO_19	Citizen (Palestinian Territory, Occupied)	20230104	20230104
Citizen (Palestinian Territory, Occupied)	CAMEO_18	Citizen (Israel)	20230104	20230104
Defense / Security Ministry (Russia)	CAMEO_01	Ukraine	20230104	20230104
Men (Ireland)	CAMEO_14	Unspecified Actor	20230104	20230104
Fianna Fáil	CAMEO_03	Fine Gael	20230104	20230104
Fine Gael	CAMEO_03	Fianna Fáil	20230104	20230104
Protester (India)	CAMEO_14	Unspecified Actor	20230104	20230104
Police (Malaysia)	CAMEO_18	Children (Malaysia)	20230104	20230104
Philippines	CAMEO_05	China	20230104	20230104
China	CAMEO_05	Philippines	20230104	20230104
France	CAMEO_11	Muslim (France)	20230104	20230104
France	CAMEO_11	Citizen (France)	20230104	20230104
Ferdinand Marcos, Jr.	CAMEO_04	China	20230104	20230104
China	CAMEO_04	Ferdinand Marcos, Jr.	20230104	20230104
